object_id,area,elev_mean,clay_0_30cm_mean,sand_0_30cm_mean,silt_0_30cm_mean,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,p_mean,p_seasonality,frac_snow,high_prec_freq,low_prec_freq,high_prec_dur,low_prec_dur
DE112390,76.97,419.13,28.42,23.38,40.96,7.64,39.11,53.26,0,0,2.6,0.13,0.05,18.67,231.1,1.18,3.87
DE112400,168.16,712.46,31.6,16.23,50.13,3.66,48.59,47.75,0,0,2.27,0.31,0.08,18.25,232.8,1.18,3.87
DE112410,100.06,854.4,23.73,23.95,42.89,12.57,32.47,54.95,0,0,3.31,-0.12,0.13,17.88,216.72,1.18,3.87
DE112420,302.98,716.11,26.62,34.55,38.06,1.25,27.42,71.34,0,0,3.81,-0.08,0.07,18.91,214.68,1.18,3.87
DE112450,39.39,688.47,25.85,33.97,39.39,1.15,54.11,44.74,0,0,2.77,0.39,0.07,20,233.4,1.18,3.87
DE112480,101.07,257.88,25.12,18.33,43.45,14.55,53.75,31.26,0,0.44,2.02,0.06,0.02,20.3,250.53,1.18,3.87
DE112490,318.19,621.15,30.94,17.2,44.85,10.16,33.37,56.46,0,0,2.48,0.1,0.08,17.85,228.63,1.18,3.87
DE112500,85.49,589.4,22.16,30.9,44.3,4,75.68,20.31,0,0,2.39,0.46,0.06,18.19,235.01,1.18,3.87
DE210300,19.98,1190.84,25.88,36.59,37.52,0,0.1,99.9,0,0,4.75,0.34,0.17,15.34,197.35,1.18,3.86
DE210310,47.28,1279.39,26.49,35.24,38.26,0,2.83,97.17,0,0,5.75,0.18,0.21,14.68,193.17,1.18,3.86
DE210320,21.98,943.88,26.17,32.55,40.99,3.29,34.64,62.07,0,0,5.11,0.24,0.14,16.16,203.81,1.18,3.86
DE210350,31.28,915.28,22.79,29.24,36.58,2.11,78.34,7.01,3.2,9.34,4.23,0.35,0.12,15.94,205.46,1.18,3.86
DE210370,60.6,794.24,24.63,30.59,42.4,3.21,72.49,23.09,1.22,0,3.58,0.34,0.1,17.55,212.74,1.18,3.85
DE210380,120.98,669.47,22.66,28.66,35.44,17.55,64.58,17.87,0,0,3.01,0.36,0.07,17.35,221.62,1.18,3.85
DE210400,167.61,549.43,20.23,31.66,42.15,7.81,68.18,24,0,0,2.51,0.41,0.06,17.24,229.27,1.18,3.85
DE210410,315.65,710.52,26.1,31.53,39.67,5.11,71.88,23.01,0,0,3.09,0.35,0.08,16.79,217.13,1.18,3.85
DE210420,524.36,663.14,24.63,32.16,40.23,4.58,66.64,28.65,0,0.12,2.88,0.38,0.07,16.51,218.71,1.18,3.85
DE210430,602.11,644.77,24.28,32.19,40.53,4.51,66.29,29.04,0,0.16,2.81,0.4,0.07,16.31,218.68,1.18,3.85
DE210450,217.26,654.08,26.57,30.27,38.67,5.23,76.51,17.99,0,0.27,2.9,0.37,0.07,16.76,221.75,1.18,3.85
DE210460,956.48,596.6,24.18,30.48,39.86,6.95,67.1,25.72,0,0.22,2.65,0.39,0.07,16.33,219.61,1.18,3.85
DE210470,184.4,696.43,26.3,29.57,40.54,7.06,68.96,23.98,0,0,3.03,0.35,0.08,16.49,219.32,1.18,3.85
DE210480,251.03,557.48,22.92,32.16,40.27,5.95,58.58,35.47,0,0,2.5,0.39,0.06,17.76,227.33,1.18,3.85
DE210490,741.63,593.57,29.71,18.73,45.37,8.38,48.23,43.4,0,0,2.38,0.14,0.08,17.05,227.17,1.18,3.85
DE210500,363.05,575.8,30.57,20.26,46.15,4.17,52.22,43.61,0,0,2.29,0.16,0.08,17.77,231.1,1.18,3.85
DE210510,88.28,483.28,33.05,18.22,45.36,4.64,68.62,26.74,0,0,2.2,0.04,0.07,17.36,235.37,1.18,3.85
DE210520,588.2,479.72,32.67,19.71,43.71,4.88,65.38,29.69,0,0.06,2.15,0.11,0.07,16.7,232.63,1.18,3.85
DE210530,1109.47,472,31.52,20.84,43.65,4.86,68.25,26.75,0.05,0.09,2.08,0.16,0.06,16.79,232.53,1.18,3.85
DE210540,1569.67,475.67,31.03,20.85,43.54,5.5,68.89,25.52,0.03,0.07,2.04,0.2,0.07,16.75,232.38,1.18,3.86
DE210550,25.88,486.14,33.34,19.33,45.63,3.63,61.2,35.17,0,0,2.21,0.04,0.06,17.06,237.83,1.18,3.86
DE210560,396.04,486.06,30.08,20.32,43.04,7.55,71.52,20.93,0,0,2.09,0.19,0.06,17.86,236.66,1.18,3.86
DE210570,180.09,520.93,23.8,32.31,40.73,3.98,60.4,35.62,0,0,2.47,0.37,0.06,17.58,230.97,1.18,3.86
DE210580,509.93,496.71,23.28,31.8,40.45,6.06,56.91,37.03,0,0,2.31,0.37,0.06,17.42,229.38,1.18,3.86
DE210590,132.53,576.45,24.24,32.59,40.23,3.41,50.94,45.65,0,0,2.6,0.4,0.07,17.48,228.89,1.18,3.86
DE210600,358.35,541.75,23.23,31.32,39.69,7.65,44.66,47.69,0,0,2.47,0.37,0.06,17.23,228.89,1.18,3.86
DE210610,480.04,523.61,23.27,31.14,39.61,7.75,47.85,44.4,0,0,2.4,0.37,0.06,16.98,227.35,1.18,3.86
DE210710,47.96,1309.5,28.02,34.78,37.2,0,0.95,99.05,0,0,4.06,0.49,0.16,16.56,206.86,1.18,3.86
DE210720,28.27,995.54,28.33,31.32,39.9,2.12,29.91,66.42,1.56,0,3.94,0.48,0.14,16.7,209.03,1.18,3.85
DE210730,32.19,885.98,27.76,30.02,42.02,1.41,51.01,43.43,4.15,0,3.76,0.47,0.12,16.86,210.61,1.18,3.85
DE210830,23.68,880.22,24.74,31.26,42.73,1.39,50,48.61,0,0,4.04,0.33,0.12,16.65,209,1.18,3.85
DE210840,102.28,828.91,24.95,28.87,45.14,2.23,77.73,18.96,0.77,0.31,3.69,0.38,0.1,16.55,209.47,1.18,3.85
DE210860,93.48,782.22,27.29,28.7,42.8,1.31,59.64,38.71,0.35,0,3.48,0.43,0.09,16.88,212.19,1.18,3.85
DE210870,135.63,752.55,27.32,28.39,40.81,5.62,71.82,22.56,0,0,3.21,0.4,0.09,16.87,215.19,1.18,3.85
DE210880,98.9,632.53,27.8,28.71,40.86,3.94,82.08,13.98,0,0,2.72,0.45,0.07,17.89,226.26,1.18,3.85
DE210900,123.93,623.75,24.62,28.41,41.79,8.04,69.71,22.25,0,0,2.71,0.42,0.06,17.88,226.89,1.18,3.85
DE210910,139.02,561.03,23.69,27.03,44.07,6.4,72.22,21.38,0,0,2.51,0.41,0.06,18.14,229.98,1.18,3.85
DE210920,240.12,540.64,23.21,28.13,42.6,7.3,71.86,20.84,0,0,2.44,0.41,0.06,17.61,228.45,1.18,3.85
DE210940,674.37,499.13,22.62,30.9,40.91,6.97,68.9,24.13,0,0,2.32,0.39,0.07,17.01,228.57,1.18,3.85
DE210950,853.75,483.3,22.75,31.09,40.41,6.94,69.04,23.98,0,0.03,2.28,0.37,0.06,17.08,229.57,1.18,3.85
DE210960,1257.73,454.97,22.68,31.66,38.97,7.44,71.98,20.24,0,0.34,2.19,0.38,0.06,17.02,230.78,1.18,3.85
DE210970,61.42,504.48,23.81,32.9,42.01,2.04,73.05,24.91,0,0,2.46,0.36,0.06,18.08,233.47,1.18,3.85
DE211000,143.55,479.65,25.11,26.17,45.03,6.02,71.85,22.12,0,0,2.18,0.33,0.07,18.31,238.09,1.18,3.85
DE211010,361.63,451.55,24.99,25.51,45.12,5.8,69,25.2,0,0,2.12,0.33,0.07,17.88,236.94,1.18,3.85
DE211030,457.34,473.55,22.8,31.2,41.32,6.18,70.81,23.01,0,0,2.22,0.33,0.05,18.22,237.77,1.18,3.85
DE211040,25.07,463.31,31.84,23.79,44.14,0,71.88,28.12,0,0,1.85,0.14,0.07,18.35,243.75,1.18,3.85
DE211050,322.93,456.94,31.93,22.72,42.58,3.38,72.04,24.58,0,0,1.91,0.12,0.07,17.86,241.32,1.18,3.86
DE211060,690.92,454.36,30.71,22.71,42.4,4.08,68.7,26.52,0.05,0.64,1.94,0.14,0.06,16.89,238.99,1.18,3.86
DE211070,892.88,459.37,30.19,22.68,43.08,4.1,69.93,25.44,0.04,0.5,1.92,0.19,0.07,16.7,236.28,1.18,3.86
DE211080,1398.41,482.53,29.63,22.1,44.46,4.33,60.97,34.35,0.03,0.32,2.01,0.2,0.07,16.32,231.29,1.18,3.86
DE211090,2250.59,484.85,29.05,22.69,44.72,4.25,59.82,35.7,0.02,0.21,2.05,0.2,0.06,16.37,231.59,1.18,3.86
DE211100,92.65,472.64,31.69,20.71,44.96,2.31,65.88,31.8,0,0,1.98,0.12,0.07,17.91,240.64,1.18,3.86
DE211110,99.12,557.33,29.65,19.74,49.48,1.3,34.29,64.41,0,0,2.22,0.23,0.08,17.95,234.65,1.18,3.86
DE211120,303.91,461.33,26.61,26.93,42.23,5.24,67.1,27.55,0,0.11,2.07,0.22,0.08,17.38,232.89,1.18,3.86
DE211130,89.07,522.68,26.18,25.28,46.53,1.72,68.02,30.26,0,0,2.25,0.14,0.09,17.76,234.6,1.18,3.86
DE211150,185.51,533.33,25.98,25.95,45.96,4.11,66.04,29.85,0,0,2.33,0.09,0.1,17.25,230.77,1.18,3.87
DE211160,439.83,515.17,26.17,26.66,44.25,4.31,60.59,35.1,0,0,2.18,0.14,0.09,17.2,232.56,1.18,3.87
DE211250,13.71,656.21,20.17,37.44,41.39,0.51,10.13,89.36,0,0,2.25,0.16,0.12,17.89,234.07,1.18,3.87
DE211260,180.7,632.84,25.87,29.13,42.53,4.72,35.09,60.19,0,0,2.71,-0.04,0.15,17.55,222.34,1.18,3.87
DE211270,5.93,638.05,23.97,33.13,42.9,0,9.76,90.24,0,0,2.2,0.12,0.09,19.55,242.23,1.18,3.87
DE211280,26.08,545.04,23.29,35.73,40.51,0,32.27,67.73,0,0,2.07,0.14,0.08,18.64,243.86,1.18,3.87
DE211290,191.31,532.58,27.42,28.34,40.61,3.18,64.37,31.84,0,0.61,2.48,0,0.11,16.88,224.89,1.18,3.87
DE211310,722.09,477.76,24.69,33.1,37.82,4.33,41.77,52.73,0.18,0.99,2.11,0.13,0.09,16.86,231.22,1.18,3.87
DE211320,181.99,466.18,26.82,30.33,37.96,4.52,45.95,48.29,0.15,1.09,2.09,0.09,0.09,17.42,235.84,1.18,3.87
DE211450,121.88,559.93,19.84,37.88,39.74,2.99,54.58,42.42,0,0,2.32,0.12,0.12,17,227.72,1.18,3.87
DE211460,231.49,463.02,27.38,29.32,40.31,4.4,30.36,64.97,0,0.28,2.16,0.08,0.08,17.35,235.28,1.18,3.87
DE211470,444.76,454.51,25.99,28.72,39.67,6.41,42.52,50.8,0,0.27,2.11,0.11,0.08,16.83,234.67,1.18,3.88
DE211490,1108.51,466.14,24.91,29.79,40.84,5.21,42.95,51.73,0,0.11,2.14,0.1,0.08,16.98,231.79,1.18,3.88
DE211500,69.29,458.69,24.64,24.26,38.97,11.58,45.17,43.25,0,0,2.19,0.07,0.08,17.7,235.84,1.18,3.88
DE211510,238.63,515.72,27.46,26.62,44.97,1.93,47.22,50.85,0,0,2.32,0.06,0.1,17.34,230.52,1.18,3.88
DE211580,53.5,627.5,16.16,44.2,39.22,0.5,50.28,49.21,0,0,3.09,0.1,0.14,16.59,215.7,1.18,3.88
DE211620,109.57,670.1,15.75,42.66,39.75,3.11,45.88,51.01,0,0,3.2,0.06,0.15,17.36,215.84,1.18,3.88
DE211700,66.95,598.94,17.14,42.58,38.13,1.22,55.13,43.66,0,0,2.47,0.23,0.1,17.8,230.2,1.18,3.88
DE211720,48.12,532.71,20.13,39.76,39.48,0.77,55.86,43.37,0,0,2.2,0.24,0.1,17.91,234.74,1.18,3.88
DE211730,90.24,520.36,20.66,38.77,39.68,1.19,56.78,42.03,0,0,2.16,0.25,0.1,18.05,236.15,1.18,3.88
DE211740,75.52,391.64,25.65,27.34,44.69,2.92,66.68,30.4,0,0,1.97,0.23,0.07,19.49,244.03,1.18,3.88
DE211760,400.88,422.57,24.92,25.71,45.41,4.72,74.73,20.54,0,0,2,0.31,0.07,18.77,240.41,1.18,3.89
DE211770,242.34,447.22,24.33,25.56,46.41,4.87,71.91,23.23,0,0,2.05,0.27,0.07,19.08,241.62,1.18,3.89
DE211780,136.57,419.59,24.42,26.51,46.79,3.13,74.78,22.09,0,0,2.02,0.3,0.07,19.08,243.27,1.18,3.89
DE211790,11.31,365.53,25.8,25.09,47.26,1.09,91.76,7.15,0,0,1.99,0.26,0.06,19.05,243.32,1.18,3.89
DE211800,36.49,573.53,17.39,39.81,41.38,1.85,31.75,66.4,0,0,3.37,0.02,0.15,18.34,222.75,1.18,3.89
DE211940,142.75,466.19,24.02,24.02,46.12,7.94,73.47,18.59,0,0,2.16,0.28,0.07,18.37,239.57,1.18,3.89
DE212130,12.6,734.54,27.48,26.62,45.37,0,30.82,69.18,0,0,3.67,0.54,0.07,17.78,214.43,1.18,3.89
DE212290,42.99,1218.82,28.24,33.85,37.91,0,0,100,0,0,4.36,0.45,0.16,16.13,204,1.18,3.89
DE212300,38.11,798.94,26.62,27.85,43.98,2.78,44.12,44.76,7.34,1,3.71,0.46,0.1,16.82,212.16,1.18,3.88
DE212310,115.56,725.97,24,25.97,39.92,3.69,39.92,42.38,7.02,6.99,3.53,0.49,0.09,17,213.16,1.18,3.88
DE212320,57.52,650.2,24.03,32.39,41.85,2.1,44.53,51.87,0.5,0.99,2.91,0.48,0.07,18.41,224.22,1.18,3.88
DE212330,13.48,695.33,23.37,31.79,40.51,7.54,63.04,29.42,0,0,2.84,0.5,0.07,17.49,219.1,1.18,3.88
DE212340,35.03,690.36,27.79,29.4,40.69,2.42,68.86,28.73,0,0,2.84,0.44,0.08,18.17,226.8,1.18,3.88
DE212350,67.66,683.55,27.13,30.34,40.69,3.46,62.27,33.78,0.49,0,2.82,0.44,0.08,18.25,226.72,1.18,3.88
DE212370,15.21,680.41,25.14,33.24,41.3,0.75,35.03,64.21,0,0,2.71,0.44,0.06,18.35,228.89,1.18,3.88
DE212380,214.47,545.16,21.57,29.56,42.66,10.64,68.21,21.15,0,0,2.51,0.41,0.07,17.97,230.63,1.18,3.88
DE212390,329.07,636.55,18.94,25.39,31.96,9.29,35.01,34.94,2.83,17.92,3.15,0.49,0.07,17.39,217.93,1.18,3.88
DE212400,383.49,630.1,18.74,25.81,32,11.63,32.41,38.16,2.43,15.38,3.16,0.46,0.06,17.14,216.07,1.18,3.88
DE212430,46.91,677.28,21.84,28.69,38.54,14.19,54.42,28.59,2.2,0.6,3.02,0.45,0.07,18.12,222.78,1.19,3.88
DE212440,50.14,665.24,24.21,32.57,41.2,4.04,54.69,41.27,0,0,3.19,0.43,0.07,17.71,218.22,1.19,3.88
DE212450,104.41,519.44,21.53,32.2,42.9,5.54,74.39,20.06,0,0,2.36,0.37,0.05,19.7,241.73,1.19,3.88
DE212460,390.43,504.39,21.97,31.59,42.14,5.73,76.39,17.88,0,0,2.38,0.4,0.06,17.97,234.25,1.19,3.88
DE212470,229.71,542.33,21.28,31.69,42.55,5.86,47.36,46.78,0,0,2.68,0.43,0.07,17.9,228.01,1.19,3.88
DE212500,132.65,479.76,23.77,27.76,45.45,5.39,82.49,12.08,0,0.04,2.39,0.41,0.06,18.68,235.88,1.19,3.88
DE212530,109.28,472.95,24.84,24.46,47.43,5.31,77.43,17.26,0,0,2.17,0.28,0.07,18.44,239.57,1.19,3.88
DE212540,84.28,384.96,24.68,25.45,47.35,2.52,70.75,26.73,0,0,1.98,0.32,0.07,18.98,243.76,1.19,3.88
DE212550,87.18,539.47,19.9,38.48,40.56,1.38,45.68,52.94,0,0,3.16,0.04,0.13,18.13,222.32,1.19,3.88
DE212560,563.33,481.98,23.56,26.22,47.68,2.94,82.49,14.56,0,0,2.3,0.35,0.06,18.26,234.51,1.19,3.88
DE212570,727.82,474.39,23.45,26.19,47.58,3.29,79.63,16.96,0,0.13,2.27,0.36,0.07,17.93,233.45,1.19,3.88
DE212580,1434.67,443.22,23.58,26.64,47.48,3.02,77.66,19.26,0,0.07,2.23,0.35,0.07,17.52,231.07,1.19,3.88
DE212590,318.68,484,23.45,26.97,46.97,3.2,84.68,12.12,0,0,2.33,0.37,0.07,18.64,233.84,1.19,3.88
DE212600,145.37,486.6,23.65,24.86,48.56,2.88,82.68,14.44,0,0,2.28,0.34,0.06,18.64,237.85,1.19,3.88
DE212610,94.9,461.01,23.17,25.87,50.3,0.89,76.8,22.31,0,0,2.24,0.35,0.07,18.64,239.98,1.19,3.88
DE212620,275.42,437.24,23.17,26.94,48.04,2.28,74.03,23.69,0,0,2.06,0.3,0.07,18.95,239.8,1.19,3.88
DE212640,129.03,408.11,22.74,30.09,45.02,5.74,74.29,19.97,0,0,2.29,0.3,0.08,18.36,236.94,1.19,3.89
DE212650,211.45,458.56,20.09,35.64,40.81,4.69,51.12,44.19,0,0,2.8,0.07,0.1,18.19,224.25,1.19,3.89
DE212680,18.92,991.59,20.81,37.31,41.88,0,0,100,0,0,3.61,0.01,0.23,17.38,209.58,1.19,3.88
DE212690,82.56,805.16,19.48,37.68,40.62,4.11,16.03,79.28,0.58,0,3.28,0.05,0.2,17.15,212.57,1.19,3.88
DE212710,112.91,665.59,18.93,39.45,40.38,3.58,50.23,46.19,0,0,3.04,0.09,0.15,17.06,218.23,1.19,3.88
DE212760,120.35,643.57,18.86,40.05,39.11,2.72,54.76,42.52,0,0,3.09,0.09,0.14,18.06,217.83,1.19,3.88
DE212870,38.86,1070.25,29.01,29.89,41.1,0.01,6.05,93.95,0,0,4.41,0.34,0.19,14.94,201.32,1.19,3.88
DE212890,32.59,865.95,27.76,25.64,46.03,1.51,39.36,59.13,0,0,4.6,0.44,0.13,15.87,202.41,1.19,3.88
DE212900,100.92,537.67,21.83,27.12,40.93,3.54,62.88,27.23,0,6.35,3.58,0.46,0.07,17.22,213.58,1.19,3.88
DE212980,33.13,1138.33,27.92,32.15,38.87,3.76,9.88,86.37,0,0,5.23,0.28,0.21,14.97,197.87,1.19,3.88
DE213010,59.3,911,25.41,25.48,38.42,8.93,31.41,55.92,0,3.74,4.47,0.32,0.14,15.83,204.13,1.19,3.87
DE213050,71.42,579.05,25.93,30.51,42.16,1.56,60.55,37.29,0.6,0,3.11,0.4,0.07,17.27,220.47,1.19,3.87
DE213060,151.13,548.73,25.04,30.26,41.29,5.14,61.56,32.76,0.28,0.25,3.07,0.42,0.07,16.83,218.87,1.19,3.87
DE213100,88.77,667.68,26.51,27.53,43.53,3.47,40.62,48.55,6.97,0.39,3.53,0.35,0.09,17.32,211.92,1.19,3.87
DE213110,12.57,689.09,26.6,26.1,46.02,1.79,62.3,35.91,0,0,3.75,0.34,0.1,16.81,211.36,1.19,3.87
DE213130,153.52,518.77,21.38,31.21,44.99,1.88,67.12,29.11,1.19,0.71,3.08,0.45,0.06,17.51,219.94,1.19,3.87
DE213140,65.37,550.79,22.54,33.08,37.75,9.06,59.74,31.2,0,0,2.92,0.42,0.07,17.43,223.97,1.19,3.87
DE213150,246.41,528.9,22.64,32.71,41.62,4.12,69.73,26.15,0,0,2.91,0.43,0.07,17.2,222.65,1.19,3.87
DE213170,542.61,486.47,23.17,26.83,47.28,4.25,79.57,16.18,0,0,2.49,0.39,0.07,17.71,228.77,1.19,3.87
DE213180,20.35,574.75,24.17,26.65,46.73,3.59,62.02,34.4,0,0,2.67,0.34,0.08,18.53,228.32,1.19,3.87
DE213310,19.06,1004.23,26.47,28.99,43.37,2.58,2.96,94.46,0,0,4.73,0.29,0.18,15.47,199.15,1.19,3.87
DE213360,90.89,842.13,25.82,27.24,46.22,3.62,33.14,61.96,1.29,0,4.78,0.26,0.15,15.7,199.94,1.19,3.87
DE213450,49.6,761.79,27.77,29.6,41.6,2.96,35.55,61.49,0,0,4.57,0.25,0.12,16.59,204.22,1.19,3.86
DE213460,57.55,664.82,23.87,27.87,46.97,2.46,58.16,39.39,0,0,4.13,0.25,0.1,16.96,208.46,1.19,3.86
DE213470,69.75,634.64,23.8,28.02,47.09,2.11,60.88,36.98,0.03,0,4.03,0.27,0.08,17.13,208.93,1.19,3.86
DE213480,133.98,558.86,24.53,28.06,46.03,2.52,65.19,31.36,0.93,0,3.81,0.31,0.07,17.01,209.05,1.19,3.86
DE213490,15.41,831.74,25.15,28.19,46.66,0.28,36.14,63.58,0,0,4.37,0.23,0.12,17.16,206.88,1.19,3.86
DE213500,18.6,507.6,24.75,28.85,45.37,0.01,81.67,18.32,0,0,3.77,0.3,0.05,17.61,212.57,1.19,3.86
DE213510,133.7,523.87,22.81,25.15,42.78,2.49,68.42,22.02,0.38,6.69,3.29,0.36,0.06,17.43,216.93,1.19,3.86
DE213520,28.49,466.64,23.41,27.18,47.82,3.77,67.76,28.47,0,0,2.66,0.34,0.07,18.09,228.16,1.19,3.86
DE213530,110.55,476.01,22.44,28.43,46.97,2.67,82.07,15.26,0,0,2.33,0.35,0.06,18.35,235.77,1.19,3.86
DE213540,532.12,467.1,22.03,27.53,47.71,3.58,80.12,16.31,0,0,2.29,0.36,0.07,18.38,234.01,1.19,3.86
DE213550,596.39,464.34,22.02,27.51,47.86,3.47,80.52,15.92,0,0.09,2.3,0.34,0.06,18.38,233.67,1.19,3.86
DE213560,859.41,460.31,22.09,27.38,47.95,3.53,78.62,17.79,0,0.06,2.31,0.36,0.07,18.09,232.55,1.19,3.86
DE213570,1049.97,448.57,22.22,27.81,47.36,3.93,78.65,17.37,0,0.05,2.32,0.35,0.07,17.96,230.74,1.19,3.86
DE213580,116.6,482.35,22.91,26.17,47.83,3.64,76.4,19.96,0,0,2.26,0.35,0.07,18.72,237.64,1.19,3.86
DE213590,27.95,462.12,23.67,26.98,48.69,1.86,82.12,16.02,0,0,2.24,0.34,0.06,18.79,238.95,1.19,3.86
DE213600,32.06,459.18,22.96,26.7,47.32,5.08,80.94,13.98,0,0,2.24,0.34,0.06,18.5,238.89,1.19,3.86
DE213620,56.8,481.19,23.63,25.14,50.39,2.06,75.86,22.08,0,0,2.59,0.31,0.06,18.08,231.35,1.19,3.86
DE213630,217.12,586.53,18.24,39.16,38.96,5.39,53.81,40.8,0,0,2.82,0.23,0.09,18.5,226.72,1.19,3.86
DE213640,36.47,708.9,18.06,40.92,40.67,0.63,39.99,59.38,0,0,3.2,0.1,0.14,17.94,218.58,1.19,3.86
DE213670,102.81,820.65,25.83,31.9,41.25,2.1,63.77,34.13,0,0,5.03,0.23,0.12,15.8,202.44,1.19,3.86
DE213680,67.49,924.57,25.42,34.21,39.72,2.87,62.84,34.29,0,0,5.06,0.18,0.15,15.33,197.19,1.19,3.86
DE213690,1168.7,482.58,25.07,27.88,41.65,7.16,55.05,37.76,0,0.03,2.38,0.07,0.09,16.38,224.98,1.19,3.86
DE213700,2424.73,487.7,25.99,26.72,42.85,6.31,47.3,46.3,0,0.08,2.41,0.04,0.1,15.65,218.47,1.19,3.86
DE213710,4245.69,434.66,26.77,26.74,41.66,6.25,50.06,43.48,0.01,0.21,2.23,0.07,0.08,15.7,221.89,1.19,3.86
DE213720,11997.71,411.54,25.91,26.45,40.97,7.67,50.5,41.56,0,0.26,2.16,0.08,0.07,14.71,220.67,1.19,3.86
DE213730,12704.18,405.69,26,26.28,41,7.67,50.79,41.24,0,0.3,2.1,0.11,0.07,15.03,220.94,1.19,3.86
DE213740,14004.16,392.79,26.11,25.72,41.28,7.83,52.91,38.92,0,0.33,2.08,0.09,0.05,14.97,223.18,1.19,3.86
DE213770,54.47,711.61,26.75,27.47,45.09,3.86,13.46,82.68,0,0,3.03,0.05,0.17,15.84,204.28,1.19,3.86
DE213780,312.84,525.64,24.93,28.86,41.72,5.57,57.17,37.26,0,0,2.52,0.07,0.11,16.76,223.58,1.19,3.86
DE213800,62.57,399.05,22.55,28.08,39.33,10.91,63.31,25.78,0,0,2.09,0.15,0.07,17.42,234.53,1.19,3.86
DE213820,244.46,520.01,25.91,28.05,42.69,4.79,54.51,40.7,0,0,2.53,0.03,0.11,16.92,223.21,1.19,3.86
DE213830,247.2,518.57,25.87,28.05,42.69,4.82,54.48,40.71,0,0,2.56,0.02,0.1,17.15,223.93,1.19,3.86
DE213840,33.42,551.65,25.37,28.65,43.37,3.47,53.1,43.43,0,0,2.54,0.05,0.11,17.38,225.28,1.19,3.86
DE213850,64.45,584.06,27.7,28.01,43.88,1.1,43.95,54.95,0,0,2.67,0,0.13,16.89,220,1.19,3.86
DE213860,139.43,527.99,26.5,27.69,43.28,3.22,51.87,44.9,0,0,2.57,0.02,0.12,16.65,221.67,1.19,3.86
DE213870,34.52,496.53,28.2,26.2,42.18,3.83,52.51,43.66,0,0,2.16,0.06,0.09,18.34,239.27,1.19,3.87
DE213880,71.05,487.36,28.31,26.48,43.27,2.26,52.33,45.42,0,0,2.13,0.07,0.09,18.14,238.2,1.19,3.87
DE213890,336.57,491.32,25.22,26.91,40.89,9.48,53.44,37.08,0,0,2.28,0.09,0.1,16.84,227.47,1.19,3.87
DE213900,503.84,457.48,25.01,27.73,41.45,8.08,53.76,38.16,0,0,2.2,0.09,0.09,16.74,228.74,1.19,3.87
DE213910,63.84,456.01,28.19,27.5,42.41,2.06,68.98,28.96,0,0,2.14,0.08,0.09,17.56,233.84,1.19,3.87
DE213920,75.68,638.18,26.38,27.72,43.51,5.73,30.64,63.63,0,0,2.87,0.05,0.15,16.49,218.92,1.19,3.87
DE213930,69.19,472.88,30.48,24.34,44.08,1.82,56.18,42,0,0,2.27,0.05,0.09,17.42,228.67,1.19,3.87
DE213940,56.54,629.38,24.71,25.96,47.28,3.95,26.1,69.94,0,0,2.68,0,0.15,16.84,218.65,1.19,3.87
DE213950,118.72,608.92,24.92,25.97,47.21,1.94,18.74,78.49,0,0.83,2.83,-0.06,0.12,16.23,214.59,1.19,3.87
DE213960,252.49,580.32,26.01,26.58,45.63,2.63,17.59,79.39,0,0.39,2.79,-0.04,0.13,16.42,216.55,1.19,3.87
DE213970,713.8,529.93,26.33,25.59,44.86,4.84,32.15,62.88,0,0.14,2.62,-0.01,0.12,16.09,216.61,1.19,3.87
DE214000,12.57,628.18,25.41,24.61,49.99,0,13.85,86.15,0,0,2.79,-0.06,0.15,16.98,217.23,1.19,3.87
DE214010,35.11,611.05,27.08,27.03,43.64,3.27,26.44,70.28,0,0,2.81,-0.04,0.15,16.93,217.13,1.19,3.87
DE214020,96.03,575.97,26.75,27.34,44.29,2.69,17.76,79.54,0,0,2.8,-0.02,0.14,16.52,216.38,1.19,3.87
DE214030,143.31,588.44,25.82,24.64,47.33,4.61,28.02,67.37,0,0,2.81,-0.08,0.15,17.15,217.03,1.19,3.87
DE214040,11.13,606.33,24.58,25.17,47.6,2.52,28.33,69.15,0,0,2.96,-0.12,0.14,17.69,218.33,1.19,3.87
DE214050,95.39,571.97,25.99,25.32,46.97,2.01,27.57,70.42,0,0,2.67,-0.04,0.13,16.67,213.78,1.19,3.87
DE214060,46.63,593.5,25.41,25.58,47.92,1.3,22.13,76.57,0,0,2.74,-0.06,0.14,17.33,219.26,1.19,3.87
DE214070,147.07,598.23,25.64,24.88,45.08,9.95,24.33,65.71,0,0,2.93,-0.12,0.12,17.35,216.52,1.19,3.87
DE214080,128.68,568.51,28.76,24.48,45.11,3.89,40.01,55.9,0,0.2,2.88,-0.12,0.12,17.52,217.93,1.19,3.87
DE214090,363.05,458.65,27.67,23.95,40.54,10.95,44.2,44.57,0.07,0.22,2.39,0.01,0.1,17.28,225.44,1.19,3.87
DE214100,955.28,384.73,28.37,26.5,39.9,7.13,54.69,38.07,0.03,0.08,2.08,0.07,0.07,17.29,232.38,1.19,3.87
DE214110,69.8,435.4,26.47,23.56,38.3,18.18,30.69,51.13,0,0,2.42,-0.02,0.09,17.97,229.96,1.19,3.87
